,Category,Date,DayOfWeek,Descript,IncidntNum,Location,PdDistrict,Resolution,Time,X,Y,datetime,i,block_fips
128873,BURGLARY,01/09/2013,Wednesday,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",140025825,300 Block of HALE ST,BAYVIEW,"ARREST, BOOKED",19:23,-122.41123223388901,37.7314426069784,2013-01-09 19:23:00,0,060750257012046
63796,LARCENY/THEFT,07/19/2013,Friday,PETTY THEFT FROM A BUILDING,130597226,3600 Block of 18TH ST,MISSION,NONE,17:30,-122.424312762901,37.761500787627796,2013-07-19 17:30:00,1,060750207001007
22622,WARRANTS,03/28/2013,Thursday,WARRANT ARREST,130256024,0 Block of TURK ST,TENDERLOIN,"ARREST, BOOKED",13:51,-122.409826354905,37.7832861364009,2013-03-28 13:51:00,2,060750125011000
50968,ASSAULT,06/10/2013,Monday,THREATS AGAINST LIFE,130482627,1200 Block of TURK ST,NORTHERN,NONE,21:00,-122.42964874474899,37.7807803920736,2013-06-10 21:00:00,3,060750161003001
117029,NON-CRIMINAL,12/02/2013,Monday,"DEATH REPORT, CAUSE UNKNOWN",131017920,1600 Block of TURK ST,PARK,NONE,17:00,-122.436731180558,37.7799454307342,2013-12-02 17:00:00,4,060750158013001
11684,WARRANTS,02/15/2013,Friday,WARRANT ARREST,130134179,800 Block of BRYANT ST,SOUTHERN,"ARREST, BOOKED",17:36,-122.403675173997,37.7751775060199,2013-02-15 17:36:00,5,060750180002006
106871,ASSAULT,11/01/2013,Friday,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,130926675,2300 Block of MISSION ST,MISSION,"ARREST, BOOKED",01:43,-122.41902837315901,37.7588174775671,2013-11-01 01:43:00,6,060750208003000
33133,LARCENY/THEFT,01/29/2013,Tuesday,GRAND THEFT FROM LOCKED AUTO,136025310,FULTON ST / CLAYTON ST,PARK,NONE,23:30,-122.449708001632,37.7753882819432,2013-01-29 23:30:00,7,060750165003001
103239,DRUG/NARCOTIC,08/11/2013,Sunday,SALE OF HEROIN,130664386,100 Block of HYDE ST,TENDERLOIN,"ARREST, BOOKED",17:27,-122.415517369878,37.7819128026374,2013-08-11 17:27:00,8,060750124012002
37374,LARCENY/THEFT,03/01/2013,Friday,GRAND THEFT FROM LOCKED AUTO,139001628,5800 Block of MISSION ST,INGLESIDE,"ARREST, CITED",21:15,-122.450696030912,37.70935540158371,2013-03-01 21:15:00,9,060750263031009
14068,ASSAULT,02/24/2013,Sunday,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,130159785,1000 Block of BOWDOIN ST,INGLESIDE,"ARREST, BOOKED",02:00,-122.409103660654,37.7227848342488,2013-02-24 02:00:00,10,060750259002003
124724,WARRANTS,12/22/2013,Sunday,WARRANT ARREST,131074867,16TH ST / HARRISON ST,MISSION,"ARREST, BOOKED",14:20,-122.413107622693,37.765448018026596,2013-12-22 14:20:00,11,060750177002040
92212,LARCENY/THEFT,09/21/2013,Saturday,PETTY THEFT OF PROPERTY,136176963,300 Block of 11TH ST,SOUTHERN,NONE,22:00,-122.412843427871,37.7709657259649,2013-09-21 22:00:00,12,060750178022012
89054,ASSAULT,09/13/2013,Friday,THREATENING PHONE CALL(S),130777309,200 Block of ELSIE ST,INGLESIDE,NONE,15:17,-122.41903074933902,37.7404930058796,2013-09-13 15:17:00,13,060750253002007
129932,NON-CRIMINAL,12/19/2013,Thursday,TRAFFIC ACCIDENT,131064573,1900 Block of JENNINGS ST,BAYVIEW,"ARREST, BOOKED",03:20,-122.387683174818,37.727961169161794,2013-12-19 03:20:00,14,060750232002004
16248,WARRANTS,03/04/2013,Monday,ENROUTE TO ADULT AUTHORITY,130183621,300 Block of EDDY ST,TENDERLOIN,"ARREST, BOOKED",11:40,-122.41334374666,37.7838040143931,2013-03-04 11:40:00,15,060750125022001
