,Category,Date,DayOfWeek,Descript,IncidntNum,Location,PdDistrict,Resolution,Time,X,Y,datetime,i,block_fips
1277,OTHER OFFENSES,01/06/2013,Sunday,PROBATION VIOLATION,130015751,500 Block of MINNA ST,SOUTHERN,"ARREST, BOOKED",17:27,-122.408527452673,37.7802974103566,2013-01-06 17:27:00,0,060750176012003
32992,LARCENY/THEFT,01/27/2013,Sunday,GRAND THEFT FROM LOCKED AUTO,136023524,FILLMORE ST / POST ST,NORTHERN,NONE,09:30,-122.433084166837,37.7851499161537,2013-01-27 09:30:00,1,060750155002006
46688,OTHER OFFENSES,05/27/2013,Monday,TRAFFIC VIOLATION ARREST,130437462,SANCHEZ ST / 27TH ST,INGLESIDE,"ARREST, CITED",18:40,-122.42919339995001,37.7467621730975,2013-05-27 18:40:00,2,060750215005002
23256,OTHER OFFENSES,03/30/2013,Saturday,MISCELLANEOUS INVESTIGATION,130263160,800 Block of BRYANT ST,SOUTHERN,NONE,23:30,-122.403742962696,37.7752316978114,2013-03-30 23:30:00,3,060750180002006
66159,NON-CRIMINAL,05/13/2013,Monday,TURNED IN GUN,130395406,1500 Block of VALENCIA ST,MISSION,NONE,14:00,-122.42039569764401,37.748892021275395,2013-05-13 14:00:00,4,060750210004003
17217,VANDALISM,03/08/2013,Friday,"MALICIOUS MISCHIEF, BREAKING WINDOWS",130194907,1100 Block of PINE ST,CENTRAL,NONE,00:03,-122.41484918243201,37.7903774097435,2013-03-08 00:03:00,5,060750119011001
55287,ASSAULT,06/24/2013,Monday,BATTERY,130521140,800 Block of MCALLISTER ST,NORTHERN,NONE,06:00,-122.425756945063,37.779360429604104,2013-06-24 06:00:00,6,060750161001003
81753,TRESPASS,08/29/2013,Thursday,TRESPASSING,130722304,3300 Block of MISSION ST,INGLESIDE,"ARREST, CITED",23:00,-122.421607115588,37.7430114795183,2013-08-29 23:00:00,7,060750253003000
88414,OTHER OFFENSES,09/16/2013,Monday,PAROLE VIOLATION,130777713,LEAVENWORTH ST / EDDY ST,TENDERLOIN,"ARREST, BOOKED",02:16,-122.414242955907,37.783724025447796,2013-09-16 02:16:00,8,060750124012000
95091,NON-CRIMINAL,09/29/2013,Sunday,"AIDED CASE, MENTAL DISTURBED",130821116,1300 Block of 46TH AV,TARAVAL,PSYCHOPATHIC CASE,09:21,-122.50590112511101,37.7606355511955,2013-09-29 09:21:00,9,060750352022002
10887,LARCENY/THEFT,01/26/2013,Saturday,GRAND THEFT FROM A BUILDING,130125184,0 Block of ORBEN PL,NORTHERN,NONE,08:00,-122.43302594915801,37.7883409630941,2013-01-26 08:00:00,10,060750152002003
107981,OTHER OFFENSES,11/03/2013,Sunday,PROBATION VIOLATION,130934446,3300 Block of 17TH ST,MISSION,"ARREST, BOOKED",00:01,-122.420555688703,37.763335142994706,2013-11-03 00:01:00,11,060750208001002
94392,LARCENY/THEFT,09/25/2013,Wednesday,PETTY THEFT OF PROPERTY,136182437,1800 Block of OCEAN AV,TARAVAL,NONE,20:45,-122.461995237826,37.7252335229387,2013-09-25 20:45:00,12,060750310003013
73981,NON-CRIMINAL,01/13/2013,Sunday,"AIDED CASE, MENTAL DISTURBED",130034284,3400 Block of 25TH ST,MISSION,PSYCHOPATHIC CASE,00:35,-122.418631216428,37.75073014560729,2013-01-13 00:35:00,13,060750209004007
43206,LARCENY/THEFT,05/19/2013,Sunday,PETTY THEFT FROM LOCKED AUTO,130410690,GOLDEN GATE AV / HYDE ST,TENDERLOIN,"ARREST, BOOKED",01:43,-122.415508242782,37.7816542806075,2013-05-19 01:43:00,14,060750124011002
27903,ASSAULT,04/18/2013,Thursday,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,130315818,2400 Block of POST ST,RICHMOND,"ARREST, BOOKED",06:30,-122.442775431061,37.7840352354985,2013-04-18 06:30:00,15,060750155003003
4703,SUSPICIOUS OCC,01/20/2013,Sunday,SUSPICIOUS OCCURRENCE,130055804,600 Block of 2ND ST,SOUTHERN,NONE,15:00,-122.39156694855,37.781386662932796,2013-01-20 15:00:00,16,060750615005011
27804,DRUG/NARCOTIC,04/17/2013,Wednesday,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,130314735,2000 Block of MISSION ST,MISSION,"ARREST, BOOKED",19:08,-122.41964655279499,37.7643487573176,2013-04-17 19:08:00,17,060750201004002
20665,NON-CRIMINAL,03/21/2013,Thursday,FOUND PROPERTY,130233862,800 Block of BRYANT ST,SOUTHERN,NONE,10:47,-122.403742962696,37.7752316978114,2013-03-21 10:47:00,18,060750180002006
124848,LARCENY/THEFT,12/04/2013,Wednesday,GRAND THEFT FROM LOCKED AUTO,136229330,VANNESS AV / PINE ST,NORTHERN,NONE,13:45,-122.422139511488,37.78941076334571,2013-12-04 13:45:00,19,060750151001003
7778,OTHER OFFENSES,01/31/2013,Thursday,TRAFFIC VIOLATION ARREST,130090054,LEAVENWORTH ST / EDDY ST,TENDERLOIN,"ARREST, BOOKED",23:53,-122.414242955907,37.783724025447796,2013-01-31 23:53:00,20,060750124012000
69343,ASSAULT,08/04/2013,Sunday,THREATS AGAINST LIFE,130649485,0 Block of MIGUEL ST,INGLESIDE,NONE,19:45,-122.429906123311,37.7392252231,2013-08-04 19:45:00,21,060750218002004
96678,FRAUD,10/02/2013,Wednesday,"CREDIT CARD, THEFT BY USE OF",130840809,100 Block of EDDY ST,TENDERLOIN,NONE,09:07,-122.40979994763799,37.7843201236205,2013-10-02 09:07:00,22,060750125012002
39125,VANDALISM,05/05/2013,Sunday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",130373612,100 Block of HAROLD AV,TARAVAL,NONE,23:00,-122.45323123225,37.7204760761433,2013-05-05 23:00:00,23,060750312011006
65335,LARCENY/THEFT,07/24/2013,Wednesday,PETTY THEFT OF PROPERTY,136130903,JONES ST / BEACH ST,CENTRAL,NONE,15:30,-122.417265053145,37.807073051215,2013-07-24 15:30:00,24,060750101001007
36628,NON-CRIMINAL,04/13/2013,Saturday,LOST PROPERTY,136066621,POLK ST / PINE ST,NORTHERN,NONE,01:46,-122.42049728879,37.789618819255,2013-04-13 01:46:00,25,060750111003003
98174,OTHER OFFENSES,10/06/2013,Sunday,VIOLATION OF PARK CODE,130845229,600 Block of JAMESTOWN AV,BAYVIEW,"ARREST, BOOKED",17:40,-122.38801931528201,37.7135035890214,2013-10-06 17:40:00,26,060750610001002
13095,ROBBERY,02/20/2013,Wednesday,ROBBERY ON THE STREET WITH A DANGEROUS WEAPON,130149087,800 Block of BRYANT ST,SOUTHERN,NONE,16:00,-122.403742962696,37.7752316978114,2013-02-20 16:00:00,27,060750180002006
82638,NON-CRIMINAL,09/02/2013,Monday,"AIDED CASE, MENTAL DISTURBED",130731305,800 Block of BRYANT ST,SOUTHERN,PSYCHOPATHIC CASE,08:00,-122.403742962696,37.7752316978114,2013-09-02 08:00:00,28,060750180002006
110989,LARCENY/THEFT,10/11/2013,Friday,GRAND THEFT FROM PERSON,130955668,300 Block of FULTON ST,NORTHERN,NONE,00:01,-122.42274832074499,37.7787132855751,2013-10-11 00:01:00,29,060750162001002
81105,ROBBERY,08/28/2013,Wednesday,"ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM",130717571,700 Block of ARGUELLO BL,RICHMOND,NONE,14:30,-122.458417277269,37.775572213214396,2013-08-28 14:30:00,30,060750156002002
53222,LARCENY/THEFT,06/18/2013,Tuesday,PETTY THEFT SHOPLIFTING,130500956,3200 Block of 20TH AV,TARAVAL,"ARREST, BOOKED",13:34,-122.476011600296,37.729091012553894,2013-06-18 13:34:00,31,060750332011010
67421,NON-CRIMINAL,08/01/2013,Thursday,"DEATH REPORT, NATURAL CAUSES",130638096,400 Block of DUBOCE AV,NORTHERN,NONE,08:00,-122.43023506879801,37.7694274054214,2013-08-01 08:00:00,32,060750168012006
63453,LARCENY/THEFT,07/21/2013,Sunday,GRAND THEFT BICYCLE,130599078,2000 Block of MISSION ST,MISSION,NONE,05:58,-122.41961193792,37.764867992122504,2013-07-21 05:58:00,33,060750201004001
23081,SUSPICIOUS OCC,03/29/2013,Friday,SUSPICIOUS OCCURRENCE,130260978,700 Block of BRUNSWICK ST,INGLESIDE,NONE,11:00,-122.44905679292101,37.70863447547671,2013-03-29 11:00:00,34,060750263031008
36987,LARCENY/THEFT,04/24/2013,Wednesday,PETTY THEFT OF PROPERTY,136070741,7300 Block of GEARY BL,RICHMOND,NONE,06:00,-122.497928270226,37.779519262444296,2013-04-24 06:00:00,35,060750478023009
32590,LARCENY/THEFT,01/24/2013,Thursday,GRAND THEFT OF PROPERTY,136018343,0 Block of WESTPOINT RD,BAYVIEW,NONE,06:00,-122.381116416309,37.73653593797079,2013-01-24 06:00:00,36,060750231031006
75507,OTHER OFFENSES,08/17/2013,Saturday,PROBATION VIOLATION,130684099,800 Block of BUSH ST,CENTRAL,"ARREST, BOOKED",17:35,-122.411408989142,37.789713816108495,2013-08-17 17:35:00,37,060750121002001
36573,LARCENY/THEFT,04/13/2013,Saturday,GRAND THEFT FROM LOCKED AUTO,136065946,VANNESS AV / FERN ST,NORTHERN,NONE,20:00,-122.421861006168,37.788011631896204,2013-04-13 20:00:00,38,060750120001004
118867,LARCENY/THEFT,12/02/2013,Monday,PETTY THEFT FROM LOCKED AUTO,131018376,100 Block of CASHMERE ST,BAYVIEW,NONE,18:45,-122.383842432397,37.735894573216704,2013-12-02 18:45:00,39,060750231021001
24946,OTHER OFFENSES,04/06/2013,Saturday,LOST/STOLEN LICENSE PLATE,130282013,8100 Block of GEARY BL,RICHMOND,NONE,13:00,-122.50617682120001,37.779073990745104,2013-04-06 13:00:00,40,060750479021009
112112,WARRANTS,11/13/2013,Wednesday,ENROUTE TO OUTSIDE JURISDICTION,130963495,0 Block of PHELAN AV,INGLESIDE,"ARREST, BOOKED",18:22,-122.45238715662501,37.7243899129272,2013-11-13 18:22:00,41,060750310002012
25167,LARCENY/THEFT,04/06/2013,Saturday,GRAND THEFT FROM A BUILDING,130284285,300 Block of 2ND AV,RICHMOND,NONE,21:30,-122.45993336317801,37.78219772989,2013-04-06 21:30:00,42,060750401003000
84029,WARRANTS,08/04/2013,Sunday,WARRANT ARREST,130643346,CLAYTON ST / HAIGHT ST,PARK,"ARREST, BOOKED",16:43,-122.44857848496599,37.769797716883104,2013-08-04 16:43:00,43,060750166002003
44314,VANDALISM,05/17/2013,Friday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",130411347,0 Block of CRESTLINE DR,PARK,NONE,21:30,-122.44653887121099,37.7506863142633,2013-05-17 21:30:00,44,060750204021004
97582,OTHER OFFENSES,10/08/2013,Tuesday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",130849469,0 Block of POWELL ST,TENDERLOIN,"ARREST, CITED",02:50,-122.407640405522,37.7845827163936,2013-10-08 02:50:00,45,060750125012005
83752,BURGLARY,09/04/2013,Wednesday,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",130740130,100 Block of FARNUM ST,INGLESIDE,NONE,08:00,-122.433825609252,37.7382395565451,2013-09-04 08:00:00,46,060750217003009
