,Category,Date,DayOfWeek,Descript,IncidntNum,Location,PdDistrict,Resolution,Time,X,Y,datetime,i,block_fips
15734,LARCENY/THEFT,02/12/2009,Thursday,GRAND THEFT OF PROPERTY,96011241,1900 Block of JACKSON ST,NORTHERN,NONE,19:30,-122.42740881453999,37.793269208419,2009-02-12 19:30:00,0,060750131021000
134802,LARCENY/THEFT,06/15/2009,Monday,GRAND THEFT FROM LOCKED AUTO,96043608,800 Block of BRYANT ST,SOUTHERN,NONE,19:00,-122.403742962696,37.7752316978114,2009-06-15 19:00:00,1,060750180002006
28833,ASSAULT,03/18/2009,Wednesday,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,90285955,3700 Block of SAN BRUNO AV,INGLESIDE,"ARREST, BOOKED",16:50,-122.399512754282,37.715113523519605,2009-03-18 16:50:00,2,060750264022012
107352,OTHER OFFENSES,04/13/2009,Monday,MISCELLANEOUS INVESTIGATION,90387868,24TH ST / CAPP ST,MISSION,"ARREST, BOOKED",22:00,-122.41736013947701,37.7523063170181,2009-04-13 22:00:00,3,060750209001002
106501,LARCENY/THEFT,04/11/2009,Saturday,GRAND THEFT FROM LOCKED AUTO,90383270,1700 Block of OFARRELL ST,NORTHERN,NONE,16:00,-122.433226719141,37.7832590624989,2009-04-11 16:00:00,4,060750159002003
28274,ASSAULT,03/17/2009,Tuesday,INFLICT INJURY ON COHABITEE,90280513,0 Block of 6TH ST,SOUTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE,10:45,-122.40920803963002,37.7813196885006,2009-03-17 10:45:00,5,060750176012002
73705,WARRANTS,10/11/2009,Sunday,WARRANT ARREST,91050222,JESSIE ST / 6TH ST,SOUTHERN,"ARREST, BOOKED",12:41,-122.40924767554701,37.7813987340892,2009-10-11 12:41:00,6,060750176012002
127481,OTHER OFFENSES,06/09/2009,Tuesday,TRAFFIC VIOLATION ARREST,90594574,LOOMIS ST / FLOWER ST,BAYVIEW,"ARREST, CITED",19:22,-122.404599389916,37.7421188919731,2009-06-09 19:22:00,7,060759809001083
66805,OTHER OFFENSES,09/23/2009,Wednesday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",90983604,POWELL ST / GEARY ST,CENTRAL,"ARREST, CITED",14:15,-122.408231026261,37.787359494956,2009-09-23 14:15:00,8,060750123022000
67406,OTHER OFFENSES,09/25/2009,Friday,TRAFFIC VIOLATION ARREST,90989618,500 Block of SOUTH VAN NESS AV,MISSION,"ARREST, BOOKED",02:25,-122.417443933132,37.7651602164909,2009-09-25 02:25:00,9,060750177002043
4664,VANDALISM,01/13/2009,Tuesday,"MALICIOUS MISCHIEF, VANDALISM",96003925,1900 Block of JACKSON ST,NORTHERN,NONE,13:00,-122.42636881823401,37.7935474535413,2009-01-13 13:00:00,10,060750131022004
125827,ROBBERY,06/02/2009,Tuesday,ROBBERY ON THE STREET WITH A DANGEROUS WEAPON,90576390,GOLDEN GATE AV / HYDE ST,TENDERLOIN,NONE,23:30,-122.415508242782,37.7816542806075,2009-06-02 23:30:00,11,060750124011002
123061,DRUG/NARCOTIC,05/29/2009,Friday,POSSESSION OF MARIJUANA,90554744,1000 Block of MARKET ST,SOUTHERN,"ARREST, BOOKED",14:20,-122.411983902213,37.7809476497663,2009-05-29 14:20:00,12,060750176012000
73631,WARRANTS,10/11/2009,Sunday,ENROUTE TO DEPARTMENT OF CORRECTIONS,91049645,ELLIS ST / JONES ST,TENDERLOIN,"ARREST, BOOKED",08:48,-122.412784096502,37.784865693952604,2009-10-11 08:48:00,13,060750123012000
3720,MISSING PERSON,01/10/2009,Saturday,MISSING JUVENILE,90150988,1400 Block of PHELPS ST,BAYVIEW,NONE,20:35,-122.394419029727,37.736432537460296,2009-01-10 20:35:00,14,060750612002006
99577,NON-CRIMINAL,12/23/2009,Wednesday,LOST PROPERTY,91307368,MISSION ST / 24TH ST,MISSION,NONE,09:30,-122.418448186101,37.7522391652625,2009-12-23 09:30:00,15,060750209004003
65900,DISORDERLY CONDUCT,09/21/2009,Monday,COMMITTING PUBLIC NUISANCE,90974017,100 Block of GOLDEN GATE AV,TENDERLOIN,"ARREST, CITED",07:51,-122.413578063908,37.7818656198833,2009-09-21 07:51:00,16,060750125011003
38810,LARCENY/THEFT,07/14/2009,Tuesday,PETTY THEFT FROM A BUILDING,90723648,2200 Block of CLEMENT ST,RICHMOND,NONE,14:00,-122.483321689826,37.7820611558919,2009-07-14 14:00:00,17,060750426011002
107907,DRUG/NARCOTIC,04/15/2009,Wednesday,POSSESSION OF MARIJUANA FOR SALES,90393291,JONES ST / MCALLISTER ST,SOUTHERN,"ARREST, BOOKED",11:39,-122.411979487494,37.7809039696758,2009-04-15 11:39:00,18,060750176012000
55481,DRUG/NARCOTIC,08/26/2009,Wednesday,POSSESSION OF BASE/ROCK COCAINE,90877085,1400 Block of THOMAS AV,BAYVIEW,"ARREST, BOOKED",17:59,-122.389417779459,37.7293107230745,2009-08-26 17:59:00,19,060750232001009
