,Category,Date,DayOfWeek,Descript,IncidntNum,Location,PdDistrict,Resolution,Time,X,Y,datetime,i,block_fips
49026,WARRANTS,06/10/2012,Sunday,ENROUTE TO OUTSIDE JURISDICTION,120457903,JEFFERSON ST / POWELL ST,CENTRAL,"ARREST, BOOKED",16:40,-122.412527239682,37.808625059546706,2012-06-10 16:40:00,0,060750101001004
36023,ASSAULT,04/28/2012,Saturday,AGGRAVATED ASSAULT WITH BODILY FORCE,120338535,600 Block of JOHNMUIR DR,TARAVAL,NONE,22:27,-122.491677019443,37.713885020441296,2012-04-28 22:27:00,1,060750604001011
21633,DRUG/NARCOTIC,02/11/2012,Saturday,POSSESSION OF NARCOTICS PARAPHERNALIA,120117232,900 Block of MARKET ST,SOUTHERN,"ARREST, BOOKED",08:47,-122.408540829958,37.783663427509,2012-02-11 08:47:00,2,060750176015000
108044,OTHER OFFENSES,12/16/2012,Sunday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",121012786,MISSION ST / 3RD ST,SOUTHERN,"ARREST, CITED",14:38,-122.40202770694799,37.7862483456629,2012-12-16 14:38:00,3,060750615001032
68828,OTHER OFFENSES,07/28/2012,Saturday,LOST/STOLEN LICENSE PLATE,120631050,3700 Block of BUCHANAN ST,NORTHERN,NONE,12:00,-122.43362507211701,37.804307634149794,2012-07-28 12:00:00,4,060750126022008
58226,FRAUD,06/28/2012,Thursday,"CREDIT CARD, THEFT BY USE OF",120547059,0 Block of LAFAYETTE ST,SOUTHERN,NONE,17:41,-122.417764732547,37.7733593265409,2012-06-28 17:41:00,5,060750177002011
88967,VEHICLE THEFT,10/09/2012,Tuesday,STOLEN TRUCK,120812909,200 Block of DOUGLASS ST,MISSION,NONE,19:00,-122.43904055084101,37.75912267967679,2012-10-09 19:00:00,6,060750205002003
38669,NON-CRIMINAL,05/05/2012,Saturday,LOST PROPERTY,120357347,JEFFERSON ST / HYDE ST,CENTRAL,NONE,13:00,-122.420747467177,37.8075877427735,2012-05-05 13:00:00,7,060750102001005
81997,VEHICLE THEFT,09/20/2012,Thursday,STOLEN AUTOMOBILE,120754260,0 Block of BALHI CT,INGLESIDE,NONE,06:00,-122.439425867999,37.7212117852734,2012-09-20 06:00:00,8,060750261001010
48393,NON-CRIMINAL,05/07/2012,Monday,FOUND PROPERTY,120403075,100 Block of JERROLD AV,BAYVIEW,NONE,15:00,-122.37155070029699,37.7288027932429,2012-05-07 15:00:00,9,060759806001011
29575,NON-CRIMINAL,04/09/2012,Monday,"AIDED CASE, MENTAL DISTURBED",120281752,200 Block of CARL ST,PARK,PSYCHOPATHIC CASE,13:47,-122.45376637924,37.765347768705205,2012-04-09 13:47:00,10,060750301011000
